Feature,Day,Urea,Cell,Cell Seeding,Co-Cell Seeding,Material,Material-1-Con,Material-2-Con,Modification,Modi-1-Con,Modi-2-Con,Cross-linking,Self-circulated,Multi-organ,Medium,Medium-out,Serum-out,Medium-in,Serum-in,Shear Stress,Flow Rate,Channel Width,Physical-sti,Channel Material,Biochemical-sti
17-PIC,8,250.0,10.0,0.1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,,2.0,2,1,3.0,,-1,-1,,1.667,,-1.0,1.0,-1
17-PIC,12,134.409,10.0,0.1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,,2.0,2,1,3.0,,-1,-1,,1.667,,-1.0,1.0,-1
17-PIC,14,206.989,10.0,0.1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,,2.0,2,1,3.0,,-1,-1,,1.667,,-1.0,1.0,-1
2-μTP,1,,4.0,0.14,-1.0,9.0,8.0,-1.0,-1,-1,-1,,2.0,2,1,1.0,1.0,-1,-1,,5.0,0.1,-1.0,1.0,1
2-μTP,2,,4.0,0.14,-1.0,9.0,8.0,-1.0,-1,-1,-1,,2.0,2,1,1.0,1.0,-1,-1,,5.0,0.1,-1.0,1.0,1
2-μTP,4,,4.0,0.14,-1.0,9.0,8.0,-1.0,-1,-1,-1,,2.0,2,1,1.0,1.0,-1,-1,,5.0,0.1,-1.0,1.0,1
2-μTP,6,,4.0,0.14,-1.0,9.0,8.0,-1.0,-1,-1,-1,,2.0,2,1,1.0,1.0,-1,-1,,5.0,0.1,-1.0,1.0,1
2-μTP,8,,4.0,0.14,-1.0,9.0,8.0,-1.0,-1,-1,-1,,2.0,2,1,1.0,1.0,-1,-1,,5.0,0.1,-1.0,1.0,1
2-μTP,9,,4.0,0.14,-1.0,9.0,8.0,-1.0,-1,-1,-1,,2.0,2,1,1.0,1.0,-1,-1,,5.0,0.1,-1.0,1.0,1
2-μTP,11,,4.0,0.14,-1.0,9.0,8.0,-1.0,-1,-1,-1,,2.0,2,1,1.0,1.0,-1,-1,,5.0,0.1,-1.0,1.0,1
2-μTP,12,,4.0,0.14,-1.0,9.0,8.0,-1.0,-1,-1,-1,,2.0,2,1,1.0,1.0,-1,-1,,5.0,0.1,-1.0,1.0,1
2-μTP,13,,4.0,0.14,-1.0,9.0,8.0,-1.0,-1,-1,-1,,2.0,2,1,1.0,1.0,-1,-1,,5.0,0.1,-1.0,1.0,1
2-μTP,15,,4.0,0.14,-1.0,9.0,8.0,-1.0,-1,-1,-1,,2.0,2,1,1.0,1.0,-1,-1,,5.0,0.1,-1.0,1.0,1
2-μTP,16,,4.0,0.14,-1.0,9.0,8.0,-1.0,-1,-1,-1,,2.0,2,1,1.0,1.0,-1,-1,,5.0,0.1,-1.0,1.0,1
2-μTP,17,,4.0,0.14,-1.0,9.0,8.0,-1.0,-1,-1,-1,,2.0,2,1,1.0,1.0,-1,-1,,5.0,0.1,-1.0,1.0,1
2-μTP,18,,4.0,0.14,-1.0,9.0,8.0,-1.0,-1,-1,-1,,2.0,2,1,1.0,1.0,-1,-1,,5.0,0.1,-1.0,1.0,1
2-μTP,19,,4.0,0.14,-1.0,9.0,8.0,-1.0,-1,-1,-1,,2.0,2,1,1.0,1.0,-1,-1,,5.0,0.1,-1.0,1.0,1
2-μTP,20,,4.0,0.14,-1.0,9.0,8.0,-1.0,-1,-1,-1,,2.0,2,1,1.0,1.0,-1,-1,,5.0,0.1,-1.0,1.0,1
2-μTP,21,,4.0,0.14,-1.0,9.0,8.0,-1.0,-1,-1,-1,,2.0,2,1,1.0,1.0,-1,-1,,5.0,0.1,-1.0,1.0,1
2-μTP,22,,4.0,0.14,-1.0,9.0,8.0,-1.0,-1,-1,-1,,2.0,2,1,1.0,1.0,-1,-1,,5.0,0.1,-1.0,1.0,1
2-μTP,23,,4.0,0.14,-1.0,9.0,8.0,-1.0,-1,-1,-1,,2.0,2,1,1.0,1.0,-1,-1,,5.0,0.1,-1.0,1.0,1
2-μTP,24,,4.0,0.14,-1.0,9.0,8.0,-1.0,-1,-1,-1,,2.0,2,1,1.0,1.0,-1,-1,,5.0,0.1,-1.0,1.0,1
2-μTP,25,,4.0,0.14,-1.0,9.0,8.0,-1.0,-1,-1,-1,,2.0,2,1,1.0,1.0,-1,-1,,5.0,0.1,-1.0,1.0,1
2-μTP,26,,4.0,0.14,-1.0,9.0,8.0,-1.0,-1,-1,-1,,2.0,2,1,1.0,1.0,-1,-1,,5.0,0.1,-1.0,1.0,1
2-μTP,27,,4.0,0.14,-1.0,9.0,8.0,-1.0,-1,-1,-1,,2.0,2,1,1.0,1.0,-1,-1,,5.0,0.1,-1.0,1.0,1
2-μTP,28,,4.0,0.14,-1.0,9.0,8.0,-1.0,-1,-1,-1,,2.0,2,1,1.0,1.0,-1,-1,,5.0,0.1,-1.0,1.0,1
2-μTP,29,,4.0,0.14,-1.0,9.0,8.0,-1.0,-1,-1,-1,,2.0,2,1,1.0,1.0,-1,-1,,5.0,0.1,-1.0,1.0,1
2-μTP,30,,4.0,0.14,-1.0,9.0,8.0,-1.0,-1,-1,-1,,2.0,2,1,1.0,1.0,-1,-1,,5.0,0.1,-1.0,1.0,1
2-μTP,31,,4.0,0.14,-1.0,9.0,8.0,-1.0,-1,-1,-1,,2.0,2,1,1.0,1.0,-1,-1,,5.0,0.1,-1.0,1.0,1
2-μTP,32,,4.0,0.14,-1.0,9.0,8.0,-1.0,-1,-1,-1,,2.0,2,1,1.0,1.0,-1,-1,,5.0,0.1,-1.0,1.0,1
2-μTP,33,,4.0,0.14,-1.0,9.0,8.0,-1.0,-1,-1,-1,,2.0,2,1,1.0,1.0,-1,-1,,5.0,0.1,-1.0,1.0,1
2-μTP,34,,4.0,0.14,-1.0,9.0,8.0,-1.0,-1,-1,-1,,2.0,2,1,1.0,1.0,-1,-1,,5.0,0.1,-1.0,1.0,1
2-μTP,35,,4.0,0.14,-1.0,9.0,8.0,-1.0,-1,-1,-1,,2.0,2,1,1.0,1.0,-1,-1,,5.0,0.1,-1.0,1.0,1
2-μTP,36,,4.0,0.14,-1.0,9.0,8.0,-1.0,-1,-1,-1,,2.0,2,1,1.0,1.0,-1,-1,,5.0,0.1,-1.0,1.0,1
2-μTP,37,,4.0,0.14,-1.0,9.0,8.0,-1.0,-1,-1,-1,,2.0,2,1,1.0,1.0,-1,-1,,5.0,0.1,-1.0,1.0,1
2-μTP,38,,4.0,0.14,-1.0,9.0,8.0,-1.0,-1,-1,-1,,2.0,2,1,1.0,1.0,-1,-1,,5.0,0.1,-1.0,1.0,1
2-μTP,39,,4.0,0.14,-1.0,9.0,8.0,-1.0,-1,-1,-1,,2.0,2,1,1.0,1.0,-1,-1,,5.0,0.1,-1.0,1.0,1
2-μTP,40,,4.0,0.14,-1.0,9.0,8.0,-1.0,-1,-1,-1,,2.0,2,1,1.0,1.0,-1,-1,,5.0,0.1,-1.0,1.0,1
2-μTP,41,,4.0,0.14,-1.0,9.0,8.0,-1.0,-1,-1,-1,,2.0,2,1,1.0,1.0,-1,-1,,5.0,0.1,-1.0,1.0,1
2-μTP,42,,4.0,0.14,-1.0,9.0,8.0,-1.0,-1,-1,-1,,2.0,2,1,1.0,1.0,-1,-1,,5.0,0.1,-1.0,1.0,1
2-μTP,43,,4.0,0.14,-1.0,9.0,8.0,-1.0,-1,-1,-1,,2.0,2,1,1.0,1.0,-1,-1,,5.0,0.1,-1.0,1.0,1
2-μTP,44,,4.0,0.14,-1.0,9.0,8.0,-1.0,-1,-1,-1,,2.0,2,1,1.0,1.0,-1,-1,,5.0,0.1,-1.0,1.0,1
2-μTP,45,,4.0,0.14,-1.0,9.0,8.0,-1.0,-1,-1,-1,,2.0,2,1,1.0,1.0,-1,-1,,5.0,0.1,-1.0,1.0,1
2-μTP,46,,4.0,0.14,-1.0,9.0,8.0,-1.0,-1,-1,-1,,2.0,2,1,1.0,1.0,-1,-1,,5.0,0.1,-1.0,1.0,1
2-μTP,47,,4.0,0.14,-1.0,9.0,8.0,-1.0,-1,-1,-1,,2.0,2,1,1.0,1.0,-1,-1,,5.0,0.1,-1.0,1.0,1
2-μTP,48,,4.0,0.14,-1.0,9.0,8.0,-1.0,-1,-1,-1,,2.0,2,1,1.0,1.0,-1,-1,,5.0,0.1,-1.0,1.0,1
2-μTP,49,,4.0,0.14,-1.0,9.0,8.0,-1.0,-1,-1,-1,,2.0,2,1,1.0,1.0,-1,-1,,5.0,0.1,-1.0,1.0,1
2-μTP,50,,4.0,0.14,-1.0,9.0,8.0,-1.0,-1,-1,-1,,2.0,2,1,1.0,1.0,-1,-1,,5.0,0.1,-1.0,1.0,1
2-μTP,51,,4.0,0.14,-1.0,9.0,8.0,-1.0,-1,-1,-1,,2.0,2,1,1.0,1.0,-1,-1,,5.0,0.1,-1.0,1.0,1
2-μTP,52,,4.0,0.14,-1.0,9.0,8.0,-1.0,-1,-1,-1,,2.0,2,1,1.0,1.0,-1,-1,,5.0,0.1,-1.0,1.0,1
2-μTP,53,,4.0,0.14,-1.0,9.0,8.0,-1.0,-1,-1,-1,,2.0,2,1,1.0,1.0,-1,-1,,5.0,0.1,-1.0,1.0,1
2-μTP,54,,4.0,0.14,-1.0,9.0,8.0,-1.0,-1,-1,-1,,2.0,2,1,1.0,1.0,-1,-1,,5.0,0.1,-1.0,1.0,1
2-μTP,55,,4.0,0.14,-1.0,9.0,8.0,-1.0,-1,-1,-1,,2.0,2,1,1.0,1.0,-1,-1,,5.0,0.1,-1.0,1.0,1
2-μTP,56,,4.0,0.14,-1.0,9.0,8.0,-1.0,-1,-1,-1,,2.0,2,1,1.0,1.0,-1,-1,,5.0,0.1,-1.0,1.0,1
2-μTP,57,,4.0,0.14,-1.0,9.0,8.0,-1.0,-1,-1,-1,,2.0,2,1,1.0,1.0,-1,-1,,5.0,0.1,-1.0,1.0,1
2-μTP,58,,4.0,0.14,-1.0,9.0,8.0,-1.0,-1,-1,-1,,2.0,2,1,1.0,1.0,-1,-1,,5.0,0.1,-1.0,1.0,1
2-μTP,59,,4.0,0.14,-1.0,9.0,8.0,-1.0,-1,-1,-1,,2.0,2,1,1.0,1.0,-1,-1,,5.0,0.1,-1.0,1.0,1
2-μTP,60,,4.0,0.14,-1.0,9.0,8.0,-1.0,-1,-1,-1,,2.0,2,1,1.0,1.0,-1,-1,,5.0,0.1,-1.0,1.0,1
3-chip,4,,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.5,0.2,-1.0,1.0,-1
3-chip,5,,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.5,0.2,-1.0,1.0,-1
3-chip,6,,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.5,0.2,-1.0,1.0,-1
3-chip,7,,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.5,0.2,-1.0,1.0,-1
3-chip,8,,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.5,0.2,-1.0,1.0,-1
3-chip,9,,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.5,0.2,-1.0,1.0,-1
3-chip,10,,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.5,0.2,-1.0,1.0,-1
3-chip,11,,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.5,0.2,-1.0,1.0,-1
3-chip,12,,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.5,0.2,-1.0,1.0,-1
3-chip,13,,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.5,0.2,-1.0,1.0,-1
3-chip,14,,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.5,0.2,-1.0,1.0,-1
3-chip,15,,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.5,0.2,-1.0,1.0,-1
3-chip,16,,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.5,0.2,-1.0,1.0,-1
3-chip,17,,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.5,0.2,-1.0,1.0,-1
3-chip,18,,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.5,0.2,-1.0,1.0,-1
3-chip,19,,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.5,0.2,-1.0,1.0,-1
3-chip,20,,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.5,0.2,-1.0,1.0,-1
3-chip,21,,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.5,0.2,-1.0,1.0,-1
3-chip,22,,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.5,0.2,-1.0,1.0,-1
3-chip,23,,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.5,0.2,-1.0,1.0,-1
3-chip,24,,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.5,0.2,-1.0,1.0,-1
3-chip,25,,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.5,0.2,-1.0,1.0,-1
3-chip,26,,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.5,0.2,-1.0,1.0,-1
3-chip,27,,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.5,0.2,-1.0,1.0,-1
3-chip,28,,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.5,0.2,-1.0,1.0,-1
3-chip,29,,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.5,0.2,-1.0,1.0,-1
3-chip,30,,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.5,0.2,-1.0,1.0,-1
3-chip,31,,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.5,0.2,-1.0,1.0,-1
3-chip,32,,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.5,0.2,-1.0,1.0,-1
3-chip,33,,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.5,0.2,-1.0,1.0,-1
3-chip,34,,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.5,0.2,-1.0,1.0,-1
3-chip,35,,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.5,0.2,-1.0,1.0,-1
3-chip,36,,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.5,0.2,-1.0,1.0,-1
3-chip,37,,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.5,0.2,-1.0,1.0,-1
3-chip,38,,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.5,0.2,-1.0,1.0,-1
3-chip,39,,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.5,0.2,-1.0,1.0,-1
3-chip,40,,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.5,0.2,-1.0,1.0,-1
3-chip,41,,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.5,0.2,-1.0,1.0,-1
3-chip,42,,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.5,0.2,-1.0,1.0,-1
3-chip,43,,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.5,0.2,-1.0,1.0,-1
3-chip,44,,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.5,0.2,-1.0,1.0,-1
3-chip,45,,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.5,0.2,-1.0,1.0,-1
3-chip,46,,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.5,0.2,-1.0,1.0,-1
3-chip,47,,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.5,0.2,-1.0,1.0,-1
3-chip,48,,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.5,0.2,-1.0,1.0,-1
3-chip,49,,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.5,0.2,-1.0,1.0,-1
3-chip,50,,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.5,0.2,-1.0,1.0,-1
3-chip,51,,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.5,0.2,-1.0,1.0,-1
3-chip,52,,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.5,0.2,-1.0,1.0,-1
3-chip,53,,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.5,0.2,-1.0,1.0,-1
3-chip,54,,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.5,0.2,-1.0,1.0,-1
3-chip,55,,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.5,0.2,-1.0,1.0,-1
3-chip,56,,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.5,0.2,-1.0,1.0,-1
3-chip,57,,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.5,0.2,-1.0,1.0,-1
3-chip,58,,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.5,0.2,-1.0,1.0,-1
3-chip,59,,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.5,0.2,-1.0,1.0,-1
3-chip,60,,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,2.0,2,1,3.0,1.0,-1,-1,,0.5,0.2,-1.0,1.0,-1
4-biochip,1,,8.0,0.2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,4.0,1.0,-1,-1,,25.0,0.22,-1.0,1.0,-1
4-biochip,3,,8.0,0.2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,4.0,1.0,-1,-1,,25.0,0.22,-1.0,1.0,-1
4-biochip,4,,8.0,0.2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,4.0,1.0,-1,-1,,25.0,0.22,-1.0,1.0,-1
4-biochip,6,,8.0,0.2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,4.0,1.0,-1,-1,,25.0,0.22,-1.0,1.0,-1
4-biochip,7,,8.0,0.2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,4.0,1.0,-1,-1,,25.0,0.22,-1.0,1.0,-1
4-biochip,8,,8.0,0.2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,4.0,1.0,-1,-1,,25.0,0.22,-1.0,1.0,-1
4-biochip,10,,8.0,0.2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,4.0,1.0,-1,-1,,25.0,0.22,-1.0,1.0,-1
4-biochip,11,,8.0,0.2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,4.0,1.0,-1,-1,,25.0,0.22,-1.0,1.0,-1
4-biochip,12,,8.0,0.2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,4.0,1.0,-1,-1,,25.0,0.22,-1.0,1.0,-1
4-biochip,14,,8.0,0.2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,4.0,1.0,-1,-1,,25.0,0.22,-1.0,1.0,-1
4-biochip,15,,8.0,0.2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,4.0,1.0,-1,-1,,25.0,0.22,-1.0,1.0,-1
4-biochip,16,,8.0,0.2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,4.0,1.0,-1,-1,,25.0,0.22,-1.0,1.0,-1
4-biochip,17,,8.0,0.2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,4.0,1.0,-1,-1,,25.0,0.22,-1.0,1.0,-1
4-biochip,18,,8.0,0.2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,4.0,1.0,-1,-1,,25.0,0.22,-1.0,1.0,-1
4-biochip,19,,8.0,0.2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,4.0,1.0,-1,-1,,25.0,0.22,-1.0,1.0,-1
4-biochip,20,,8.0,0.2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,4.0,1.0,-1,-1,,25.0,0.22,-1.0,1.0,-1
4-biochip,21,,8.0,0.2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,4.0,1.0,-1,-1,,25.0,0.22,-1.0,1.0,-1
4-biochip,22,,8.0,0.2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,4.0,1.0,-1,-1,,25.0,0.22,-1.0,1.0,-1
4-biochip,23,,8.0,0.2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,4.0,1.0,-1,-1,,25.0,0.22,-1.0,1.0,-1
4-biochip,24,,8.0,0.2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,4.0,1.0,-1,-1,,25.0,0.22,-1.0,1.0,-1
4-biochip,25,,8.0,0.2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,4.0,1.0,-1,-1,,25.0,0.22,-1.0,1.0,-1
4-biochip,26,,8.0,0.2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,4.0,1.0,-1,-1,,25.0,0.22,-1.0,1.0,-1
4-biochip,27,,8.0,0.2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,4.0,1.0,-1,-1,,25.0,0.22,-1.0,1.0,-1
4-biochip,28,,8.0,0.2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,4.0,1.0,-1,-1,,25.0,0.22,-1.0,1.0,-1
4-biochip,29,,8.0,0.2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,4.0,1.0,-1,-1,,25.0,0.22,-1.0,1.0,-1
4-biochip,30,,8.0,0.2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,4.0,1.0,-1,-1,,25.0,0.22,-1.0,1.0,-1
4-biochip,31,,8.0,0.2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,4.0,1.0,-1,-1,,25.0,0.22,-1.0,1.0,-1
4-biochip,32,,8.0,0.2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,4.0,1.0,-1,-1,,25.0,0.22,-1.0,1.0,-1
4-biochip,33,,8.0,0.2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,4.0,1.0,-1,-1,,25.0,0.22,-1.0,1.0,-1
4-biochip,34,,8.0,0.2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,4.0,1.0,-1,-1,,25.0,0.22,-1.0,1.0,-1
4-biochip,35,,8.0,0.2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,4.0,1.0,-1,-1,,25.0,0.22,-1.0,1.0,-1
4-biochip,36,,8.0,0.2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,4.0,1.0,-1,-1,,25.0,0.22,-1.0,1.0,-1
4-biochip,37,,8.0,0.2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,4.0,1.0,-1,-1,,25.0,0.22,-1.0,1.0,-1
4-biochip,38,,8.0,0.2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,4.0,1.0,-1,-1,,25.0,0.22,-1.0,1.0,-1
4-biochip,39,,8.0,0.2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,4.0,1.0,-1,-1,,25.0,0.22,-1.0,1.0,-1
4-biochip,40,,8.0,0.2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,4.0,1.0,-1,-1,,25.0,0.22,-1.0,1.0,-1
4-biochip,41,,8.0,0.2,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1.0,1.0,2,1,4.0,1.0,-1,-1,,25.0,0.22,-1.0,1.0,-1
